question,answer
How can one register for the 'A7NA WIN' game and how does it work?,"«A7NA WIN»  … COMMENT Y PARTICIPER ? Pour s'inscrire au jeu, il suffit de : Composer le code USSD *555*1# Envoyer """" le mot clé « A » au 85906 Se connecter directement au site du jeu: https://a7nawin.tn En retour le participant reçoit chaque jour un pack de trois photos avec quatre propositions de réponse."
What is the objective for participants in the 'A7NA WIN' game to increase their chances of winning?,Le principe du jeu est de deviner le nom des lieux sur les photos en un minimum de temps afin d'accumuler le plus grand nombre de points et augmenter ses chances pour les tirages au sort mensuels des 25 000 TND cash
What is the daily cost for the 'A7NA WIN' game after the free trial day?,"GRAND JEU A7NA WIN, COMBIEN ÇA COÛTE ? Le participant reçoit le premier jour une partie d'essai gratuite et à partir du deuxième jour, le coût de l'abonnement sera facturé à 0,400 TND par jour"
"How can a participant unsubscribe from the 'A7NA WIN' game, and is it free?",COMMENT SE DÉSINSCRIRE DU JEU? Il suffit d'envoyer GRATUITEMENT la commande « STOP A » au 85906 ou  composer le code USSD *555*3#
With which notary public are the 'A7NA WIN' game regulations filed?,"Le présent règlement est déposé auprès de l'Huissier notaire Maitre Abdelhafidh Ben Amara Labyedh, sis 3 rue Tahar Haded , Oued Elil 2021 Manouba."
What assistance is available for the 'A7NA WIN' game?,Besoin d'aide ?
What is the 'A7NA WIN & KELMA LIK' game and who can participate?,Divertissement Jeux Quiz Les surprises continuent avec TT ! Participez au jeu A7NA WIN & KELMA LIK et tentez de gagner plein de cadeaux ! En quoi consiste le jeu «A7NA WIN & KELMA LIK»? «A7NA WIN & KELMA LIK» est un jeu Web qui permet à tous les clients mobiles de Tunisie Telecom de gagner des lots considérables. A qui est destiné le «A7NA WIN & KELMA LIK»? Le jeu A7NA WIN & KELMA LIK est destiné à toute la clientèle mobile de TUNISIE TELECOM.
How does a customer participate in Level 1 (A7na Win) of the 'A7NA WIN & KELMA LIK' game?,"Niveau 1 : A7na Win: Pour s’inscrire à ce niveau de jeu, il suffit de composer le code *555*1# ou se connecter directement au site du jeu https://a7nawin.tn , insérez votre numéro de téléphone mobile puis cliquez sur le bouton «PARTICIPER». En retour vous recevrez un SMS contenant le mot de passe à saisir pour confirmer votre inscription."
How does a customer participate in Level 2 (Kelma Lik) of the 'A7NA WIN & KELMA LIK' game?,"Niveau 2 : Kelma Lik : Pour s’inscrire à ce niveau de jeu, il suffit de composer le code *555*2# ou se connecter directement au site du jeu https://kelmalik.tn , insérez votre numéro de téléphone mobile puis cliquez sur le bouton « PARTICIPER ». En retour vous recevrez un SMS contenant le mot de passe à saisir pour confirmer votre inscription."
What is the gameplay for Level 1 (A7na Win) of 'A7NA WIN & KELMA LIK' and what are the prizes?,"Niveau 1 : A7na Win: Une fois inscrit, le participant reçoit chaque jour un pack de trois photos, le principe du jeu est de deviner le nom des lieux sur les photos en un minimum de temps, en choisissant la bonne réponse parmi quatre propositions, et ce afin d’accumuler le plus grand nombre de points et augmenter ses chances pour les tirages au sort mensuels des 10 000 TND et du lot final de 30 000 TND cash."
What is the gameplay for Level 2 (Kelma Lik) of 'A7NA WIN & KELMA LIK' and what can be won?,"Niveau 2 : Kelma Lik : Une fois inscrit, le participant reçoit chaque jour une partie de jeu qui se compose de 2 ronds et chaque rond comporte une liste de 3 mots à trouver. Le principe du jeu est de trouver les mots en un minimum de temps afin d’accumuler le plus grand nombre de points et augmenter ses chances pour les tirages au sort hebdomadaires de 2 000 TND cash ainsi que le tirage au sort final des 40 000 TND cash."
What are the monthly and final cash prizes for Level 1 (A7na Win) of the game?,"1- Niveau A7na Win: 10 000 TND cash, chaque mois. 30 000 TND cash à la fin du jeu."
What are the weekly and final cash prizes for Level 2 (Kelma Lik) of the game?,2- Niveau Kelma Lik : 2 000 TND cash par semaine. 40 000 TND cash à la fin du jeu.
What is the daily cost for Level 1 (A7na Win) after the free first day?,"Niveau 1 : A7na Win: premier jour gratuit, puis le coût de l'abonnement sera facturé à 0,500 TND par jour."
What is the daily cost for Level 2 (Kelma Lik) after the free first day?,"Niveau 2 : Kelma Lik : premier jour gratuit, puis le coût de l'abonnement sera facturé à 0,500 TND par jour."
How can a participant unsubscribe from Level 1 (A7na Win) of the game?,"Pour se désinscrire du niveau A7na Win, composez *555*3*1#"
How can a participant unsubscribe from Level 2 (Kelma Lik) of the game?,"Pour se désinscrire du niveau Kelma Lik, composez *555*3*2#"
Where are the regulations for the 'A7NA WIN & KELMA LIK' game filed?,"Le présent règlement est déposé auprès de l’Huissier notaire Maitre Abdelhafidh Ben Amara Labyedh sis au 63 rue Mongi Slim Riwak Elmadina, Bloc B 1ère étage - Bureau 4_Tunis."
Is there support available for the 'A7NA WIN & KELMA LIK' game?,Besoin d'aide ?
What is Mammou El 3in and who presents the content?,Divertissement Culture & Education Qu’est-ce que Mammou El 3in? Mammou El 3in est un service de coaching offrant l’accès à un catalogue de capsules autour du thème de l’éducation positive des enfants Les capsules sont présentées par le coach Chokri Ayari expert en éducation et chercheur en psychologie de l'enfant
What kind of content does Mammou El 3in offer daily?,"Mamou El 3in propose quotidiennement une sélection de meilleurs astuces, infos et conseils pour une éducation bienveillante des enfants"
How can users access the Mammou El 3in service portal?,Le service Mammou El 3in est accessible via le portail https://mamouel3in.tn
"How can customers subscribe to Mammou el 3in (SMS, portal, USSD)?",La souscription au service Mammou el 3in peut se faire via SMS en envoyant le mot clé « M » au 85606 Le portail en accédant à l’URL https://mamouel3in.tn USSD en composant le code *606*1#
What does a customer receive after subscribing to Mammou El 3in?,"Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec : Le lien pour télécharger l’application Le login et mot de passe pour l’accès"
"Is the Mammou El 3in subscription automatically renewed, and how can one unsubscribe for free?",L’abonnement Mamou El 3in est renouvelable automatiquement La désinscription se fait gratuitement via *606#
"What is the daily subscription cost for Mammou El 3in, and is there a trial period for new subscribers?","Abonnement Journalier : 0,400 DT/Jour 3 jours gratuits pour tous nouveaux abonnés TT à partir de la date de la première souscription au service"
Is it free to unsubscribe from Mammou El 3in?,La désinscription est gratuite
What assistance is available for the Mammou El 3in service?,Besoin d'aide ?
What is TAWER by TT and who presents its coaching capsules?,QU'EST-CE TAWER BY TT? TAWER by TT est un service de développement personnel offrant l'accès à un catalogue de capsules de coaching présentées par Hamza El Balloumi autour de divers thèmes: Développement personnel; Développement des relations; L'inspiration; L'éducation des enfants; Les Arts de la communication; L'art de convaincre; Santé.
What does TAWER by TT aim to provide to its subscribers for daily motivation and success?,"TAWER by TT offre des moyens simples pour générer l'élan positif dont l'abonné a besoin pour démarrer sa journée chaque matin, et tout ce dont il a besoin pour une motivation simple et efficace. TAWER BY TT permet d'apporter une énergie calme à la routine matinale, pour trouver l'atmosphère parfaite pour le succès quotidien grâce à des scripts et des affirmations conçues pour donner la priorité à un état d'esprit pour réussir."
"What content delivery frequency and additional features does TAWER by TT offer (capsules, book summaries, live streams)?",Une Capsule chaque semaine dans chaque thématique. Des résumés de livres spécifiques pour la motivation. Les lives streaming avec Hamza Belloumi. Un tchat est disponible aussi durant les lives streaming.
How can users access the TAWER by TT service?,"Le service TAWER by TT est accessible via Application mobile Android, IOS  et Appgallery."
"How does a customer subscribe to TAWER by TT via USSD, and what information is received?","TAWER BY TT, COMMENT ÇA MARCHE ? La souscription au service TAWER by TT se fait via le menu USSD *777*7# Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec : Le lien pour télécharger l'application Le login et mot de passe pour l'accès"
"Is the TAWER by TT subscription automatically renewed, and how can one unsubscribe for free?",L'abonnement TAWER by TT est renouvelable automatiquement La désinscription se fait gratuitement via *777*7#
"What are the daily and weekly subscription costs for TAWER by TT, and is there a trial period?","TAWER  BY TT, COMBIEN ÇA COÛTE ? Abonnement Journalier : 0,600 DT/Jour Abonnement hebdomadaire 3 ,500 DT/77 Jours 3 jours gratuits pour tous nouveaux abonnés TT à partir de la date de la première souscription au service"
Is it free to unsubscribe from TAWER by TT?,La désinscription est gratuite.
What assistance is available for the TAWER by TT service?,Besoin d'aide ?
What is Rafi9ni+ by TT and what does it offer for scholastic levels?,Divertissement Culture & Education Un service éducatif 100% tunisien qui vient renforcer le service Rafi9ni avec une nouvelle technologie permettant d'afficher un exercice interactif muni de la correction. Une variété d'exercices interactifs sont disponibles pour tous les niveaux scolaires (préparatoire et primaire) parmi lesquels :
"What types of interactive exercises are available in Rafi9ni+ by TT (e.g., QCM, Drag and drop)?",•         QCM (Questions à choix multiples); •         QCU (Questions à choix unique); •         Encadrement des objets; •         Drag and drop (relier par une flèche); •         Remplissage d'un vide; •         Situation Mathématique (Géométrie & Algèbre); •         Questions d'ordre Sciences et vie; •         Calcul des montants; •         Composition des mots; •         Equations mathématiques et équations logiques.
"How can users subscribe to Rafi9ni+ by TT (USSD, Application)?","RAFI9NI+ BY TT, COMMENT ÇA MARCHE ? La souscription au service Rafi9ni+ by TT peut se faire via : Le menu USSD *777*2# L'Application « Rafi9ni+ by TT » disponible sur PlayStore et AppStore"
What is the process to start using Rafi9ni+ by TT after installing the application?,"Une fois installée, le client saisit son numéro mobile pour recevoir par SMS le code d'authentification et commencer ainsi à découvrir les différents exercices interactifs disponibles selon le ou les niveaux d'instruction choisis."
"Is the Rafi9ni+ by TT subscription automatically renewed, and how can one unsubscribe for free?",L'abonnement au service Rafi9ni+ by TT est renouvelable automatiquement. La désinscription se fait gratuitement en composant * 777 *3#.
What is the daily subscription cost for Rafi9ni+ by TT?,"RAFI9NI+ BY TT, COMBIEN ÇA COÛTE ? Le service « Rafi9ni+ by TT » est disponible via un abonnement journalier à 0, 450 DT/jour."
Is there a welcome offer or trial period for new subscribers to Rafi9ni+ by TT?,Offre de bienvenue : Pour tous les nouveaux abonnés. 3 jours d'essai Gratuit lors de la souscription à l'abonnement journalier.
What support is available for the Rafi9ni+ by TT service?,Besoin d'aide ?
What is 9issati by TT and what kind of content does it offer for children and adolescents?,"Divertissement Culture & Education QU'EST-CE QUE 9ISSATI BY TT ? 9issati by TT est une bibliothèque digitale qui offre pour les enfants et les adolescents un catalogue riche et varié de : Livres éducatifs, Contes pour enfants, Bandes dessinées, Romans etc…"
"How many books are available on 9issati by TT, and how often is new content added?",Une variété de plus 150 livres est disponibles sur 9issati by TT et des nouveautés seront ajoutées tous les mois.
How can users access the 9issati by TT service?,Le Service 9issati by TT est accessible via le portail https://9issati.tn
Is there a welcome offer for new TT subscribers to 9issati by TT?,Offre de bienvenue: 3 jours gratuits pour tout nouvel abonné TT à partir de la date de la première souscription au service.
"How can customers subscribe to 9issati by TT (USSD, portal)?","9ISSATI BY TT, COMMENT ÇA MARCHE ? La souscription au service 9issati by TT se fait via : Le menu USSD *406# Le portail https://9issati.tn"
What information does a customer receive after subscribing to 9issati by TT?,"Une fois la souscription effectuée, vous recevrez un SMS de bienvenue avec : L'URL du portail Puis vous saisissez votre numéro de téléphone et votre mot de passe"
"Is the 9issati by TT subscription automatically renewed, and how can one unsubscribe for free?",L'abonnement au service 9issati by TT est renouvelable automatiquement. La désinscription se fait gratuitement en composant *406*3#
What is the daily subscription cost for 9issati by TT?,"9ISSATI BY TT, COMBIEN ÇA COÛTE ? Abonnement Journalier : 0,350 DT"
Is unsubscribing from 9issati by TT free of charge?,La désinscription est gratuite
What assistance is provided for the 9issati by TT service?,Besoin d'aide ?
What is STORIYET by TT and who presents its content?,"Divertissement Culture & Education EN QUOI CONSISTE LE SERVICE STORIYET BY TT? Proposé par l'historien, le fin narrateur Abdessatar Amamou, STORIYET by TT est un service streaming vidéo, offrant un aperçu dynamique et coloré de l'histoire de la Tunisie :"
What aspects of Tunisian history and culture does STORIYET by TT cover?,"La vieille Médina, ses souks, ses portes, ses monuments Les savants Les saints Les poètes Les artistes Les chansons La cuisine tunisienne Les Hommes et les Femmes exceptionnels qui ont marqué leur époque."
"In what language is STORIYET by TT available, and on how many screens simultaneously?",Le service est disponible en langue arabe et accessible sur deux écrans en simultané.
"How can customers subscribe to STORIYET by TT (USSD, Portal, SMS)?","STORIYET BY TT, COMMENT ÇA MARCHE ? La souscription au service STORIYET by TT est disponible via : USSD : en composant *789*1# Portail http://storiyet.tn SMS : en envoyant """" S """" au 85098"
"Is the STORIYET by TT subscription automatically renewed, and how can one unsubscribe for free?","L'abonnement au service STORIYET by TT est renouvelable automatiquement La désinscription se fait gratuitement en envoyant """" STOP """" au 85098 ou en composant *789*2#"
What is the daily subscription cost for STORIYET by TT?,"STORIYET BY TT, COMBIEN ÇA COÛTE ? Le service « STORIYET by TT » est disponible via un abonnement journalier à 0, 4 0 0 DT/jour"
Is there a welcome offer for new subscribers to STORIYET by TT?,Offre de bienvenue : Pour tous nouveaux abonnés 3 jours d'essai Gratuit lors de la souscription à l'abonnement journalier.
What assistance is offered for the STORIYET by TT service?,Besoin d'aide ?
What is Audiobooks by TT and how can it be accessed?,Divertissement Culture & Education QU'EST-CE AUDIBOOKS BY TT ? Audiobooks by TT est une bibliothèque numérique de mini-livres audio accessible via : Portail mobile à l'adresse https://audiobooksbytt.tn Applications mobiles : Android et IOS (en 2ème temps)
What kind of content does Audiobooks by TT provide?,Audiobooks by TT met à votre disposition un catalogue riche et varié de résumés audio de livres tunisiens et étrangers.
Is there a welcome offer for new TT subscribers to Audiobooks by TT?,Offre de bienvenue: 3 jours Gratuits pour tout nouvel abonné TT à partir de la date de la première souscription au service
"How does a customer subscribe to Audiobooks by TT via SMS, and what information is received?","AUDIBOOKS BY TT, COMMENT ÇA MARCHE ? La souscription à Audiobooks by TT se fait via SMS en envoyant la commande A au 85044 Une fois la souscription effectuée, vous recevrez un SMS de bienvenue avec : L'URL du portail Audiobooks by TT, le login et le mot de passe pour l'accès"
"Is the Audiobooks by TT subscription automatically renewed, and how can one unsubscribe for free?",L'abonnement Audiobooks by TT est renouvelable automatiquement La désinscription se fait gratuitement en envoyant la commande ''STOP'' au numéro court 85044
What is the daily subscription cost for Audiobooks by TT?,"AUDIBOOKS BY TT, COMBIEN ÇA COÛTE ? Abonnement Journalier : 0,500 DT/Jour"
Are MO (Mobile Originated) SMS to 85044 for Audiobooks by TT free?,Les MO vers 85044 sont gratuits
Is deactivation (unsubscribing) from Audiobooks by TT free?,La désactivation est gratuite (STOP au 85044)
What support is available for Audiobooks by TT?,Besoin d'aide ?
What is the SMART TOON'S service and how is it accessed?,QU'EST-CE QUE LE SERVICE SMART TOON'S ? SMART TOON'S est un service de contenu ludique destiné aux téléphones mobiles accessible via Application mobile Android
What kind of Tunisian content does SMART TOON'S offer in streaming and unlimited access?,"SMART TOON'S met à votre disposition un catalogue tunisien riche et varié, disponibles en streaming et en illimité : Bandes Dessinées et livres Histoire de la Tunisie pour les enfants et les grands Base d'images et de textes relative toutes les villes et villages de Tunisie Devinettes Tunisiennes Proverbes Tunisiens..."
Which Tunisie Telecom mobile customers can use the SMART TOON'S service?,Le service est à la disposition de toute la clientèle mobile TUNISIE TELECOM.
What are the welcome offers for new SMART TOON'S subscriptions via My TT app and via SMS?,Offre de bienvenue : 30 jours GRATUITS pour toutes les nouvelles souscriptions à Smart toon's  via l'application My TT 7 jours GRATUITS  pour les nouvelles souscriptions au service Smart toon via SMS
"How can customers subscribe to SMART TOON'S (My TT app, SMS)?","SMART TOON'S, COMMENT ÇA MARCHE ? Pour vous abonner à SMART Toon's il suffit d'accéder à la rubrique « Divertissement » de votre application My TT Ou bien envoyer la commande S au 85007 (abonnement journalier)"
Is the SMART TOON'S subscription automatically renewed?,L'abonnement est renouvelable automatiquement
What is the daily subscription cost for SMART TOON'S?,"SMART TOON'S, COMBIEN ÇA COÛTE ? L'abonnement journalier SMART TOON'S coûte 0,300 DT renouvelable automatiquement."
"How can a customer unsubscribe from SMART TOON'S, and is it free?",Désinscription Gratuite par l'envoi de la commande STOP au 85007.
What assistance is provided for the SMART TOON'S service?,Besoin d'aide ?
What is YouScribe and what type of content does it offer?,"QU'EST-CE QUE LE SERVICE YOUSCRIBE ? YouScribe est une application de lecture qui vous offre un accès illimité à une variété de références : Livres et bandes-dessinées, Documents, Presse et Audiobooks"
"How can users access YouScribe (Portal, Mobile App)?",YouScribe est accessible via : Portail YouScribe à l'adresse www.youscribe.tn Application mobile Youscribe pour Android et iOS
Which Tunisie Telecom mobile customers can use YouScribe?,Le service est à la disposition de toute la Clientèle mobile TUNISIE TELECOM.
Is there a welcome offer for new subscribers to YouScribe?,Offre de bienvenue : 7 jours Gratuits pour tous nouveaux les abonnés au service
"How can customers subscribe to YouScribe (SMS, Website)?","YOUSCRIBE, COMMENT ÇA MARCHE ? L'abonnement à YouScribe se fait via SMS par l'envoi de la commande Y au 85377 (abonnement hebdomadaire) Sur www.youscribe.tn (choix de l'abonnement et confirmation)"
"Are YouScribe subscriptions automatically renewed, and how can one unsubscribe for free?",Les abonnements sont renouvelables automatiquement La désinscription est gratuite par l'envoi de la commande STOP au 85377
"What are the daily, weekly, and monthly subscription costs for YouScribe?","YOUSCRIBE, COMBIEN ÇA COÛTE ? Abonnement Journalier : 0,350 DT Abonnement Hebdomadaire : 1,800 DT Abonnement Mensuel : 4,500 DT"
Is it free to unsubscribe from YouScribe by sending STOP to 85377?,Désinscription Gratuite en envoyant STOP au 85377.
What assistance is offered for the YouScribe service?,Besoin d'aide ?
What is English Test and how does it help develop English skills?,Divertissement Culture & Education QU'EST-CE QUE ENGLISH TEST ? English Test English Test est un service interactif via SMS qui vous permet de développer votre anglais grâce à une série de tests quotidiens. À la fin de chaque test vous recevrez les réponses correctes avec une mini-leçon d'anglais.
How can users access more English tests beyond the daily SMS?,English test est accessible via Mobisite à l'adresse ttenglishtest.com avec des tests variés sur différents thèmes
Is there a welcome offer for new English Test customers?,Offre de bienvenue : 7 jours Gratuits pour chaque nouveau Client
Which Tunisie Telecom mobile customers can use the English Test service?,"A QUI EST DESTINÉ LE SERVICE ENGLISH TEST? Le service English Test est à la disposition de toute la clientèle mobile TUNISIE TELECOM : prépayée, post payée, hybride, ELISSA, Taraji mobile et CSS mobile."
How does a customer subscribe to the English Test service and what is the daily interaction?,"ENGLISH TEST, COMMENT ÇA MARCHE ? Pour la souscription au service English Test, il suffit d'envoyer la commande ''A'' au 85660 ou de répondre par la commande ''OUI'' à l'SMS d'information que vous recevrez. Une fois inscrit, vous recevrez chaque jour un test composé de 5 questions sur des thèmes différents, vous êtes invité à répondre en envoyant 1, 2, selon la réponse de votre choix."
"How can a customer unsubscribe from the English Test service, and is it free?","Pour la désinscription, vous pouvez envoyer gratuitement la commande STOP au 85660"
What is the daily subscription cost for English Test after the free week?,Après la semaine gratuite : Abonnement quotidien 300millimes/jour
Is unsubscribing from English Test free?,La désinscription est Gratuite
Are SMS sent to the shortcode 85660 for English Test free?,Tous les SMS envoyés au numéro court 85660 sont GRATUITS.
What support is provided for the English Test service?,Besoin d'aide ?
What is Club Fitness by TT and what kind of content does it offer?,"Divertissement Sport Qu’est-ce Club fitness by TT? Club Fitness by TT : est une plateforme de coaching sportif offrant l’accès à un catalogue de séances d’entrainements présentées par des experts en différentes disciplines : Cardio, Yoga, Zumba, boxe…."
How can users access the Club Fitness by TT service?,Le service Club Fitness by TT est accessible via le portail https://clubfitness.tn/
"Where is the Tunisie Telecom agency Kheireddine Pacha in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Kheireddine Pacha is located at Avenue Kheireddine Pacha, Monplaisir 1073 Tunis. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Kheireddine+Pacha+Avenue+Kheireddine+Pacha+Monplaisir+1073+Tunis"
"Where is the Tunisie Telecom agency Kasbah in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Kasbah is located at Boulevard Bab Bnet, 1019 Tunis. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Kasbah+Boulevard+Bab+Bnet+1019+Tunis"
"Where is the Tunisie Telecom agency Belvédère in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Belvédère is located at Rue Asdrubal, 1002 Tunis. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Belvédère+Rue+Asdrubal+1002+Tunis"
"Where is the Tunisie Telecom agency Hached in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Hached is located at 29, rue Jamel Abdennasser, 1049 Tunis Hached. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Hached+29+rue+Jamel+Abdennasser+1049+Tunis+Hached"
"Where is the Tunisie Telecom agency Le Kram in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Le Kram is located at 1, avenue Farhat Hached, 2025 Salammbô. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Le+Kram+1+avenue+Farhat+Hached+2025+Salammbô"
"Where is the Tunisie Telecom agency La Marsa in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency La Marsa is located at Place du 7 Novembre, avenue Habib Bourguiba, 2078 Marsa Safsaf. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+La+Marsa+Place+du+7+Novembre+avenue+Habib+Bourguiba+2078+Marsa+Safsaf"
"Where is the Tunisie Telecom agency La Goulette in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency La Goulette is located at Avenue Franklin Roosevelt, 2060 La Goulette. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+La+Goulette+Avenue+Franklin+Roosevelt+2060+La+Goulette"
"Where is the Tunisie Telecom agency Ouardia in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Ouardia is located at 11, avenue Bellevue, 1009 Ouardia. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Ouardia+11+avenue+Bellevue+1009+Ouardia"
"Where is the Tunisie Telecom agency Bardo in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Bardo is located at 4, rue de Carthage, 2000 Bardo. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Bardo+4+rue+de+Carthage+2000+Bardo"
"Where is the Tunisie Telecom agency Berges du Lac in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Berges du Lac is located at 16, rue Tchad, 1053 Berges du Lac. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Berges+du+Lac+16+rue+Tchad+1053+Berges+du+Lac"
"Where is the Tunisie Telecom agency Ezzouhour in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Ezzouhour is located at Rue 4001, Ezzouhour. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Ezzouhour+Rue+4001+Ezzouhour"
"Where is the Tunisie Telecom agency Bab Laassal in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency Bab Laassal is located at 14, rue Ahmed Amine, 1005 Omrane. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Bab+Laassal+14+rue+Ahmed+Amine+1005+Omrane"
"Where is the Tunisie Telecom agency at Aéroport Tunis-Carthage in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency at Aéroport Tunis-Carthage is located at Aéroport International de Tunis-Carthage, 1080 Tunis. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Aéroport+International+de+Tunis-Carthage+1080+Tunis"
"Where is the Tunisie Telecom agency at Carrefour La Marsa in Gouvernorat de Tunis located, and how can I find it on Google Maps?","The TT agency at Carrefour La Marsa is located at Centre commercial Carrefour, La Marsa. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Centre+commercial+Carrefour+La+Marsa"
"Where is the Tunisie Telecom agency Ariana Centre in Gouvernorat de l'Ariana located, and how can I find it on Google Maps?","The TT agency Ariana Centre is located at Avenue Habib Bourguiba, 2080 Ariana. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Ariana+Centre+Avenue+Habib+Bourguiba+2080+Ariana"
"Where is the Tunisie Telecom agency El Menzah in Gouvernorat de l'Ariana located, and how can I find it on Google Maps?","The TT agency El Menzah is located at Rue El Mansoura, 1004 Menzah 4. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+El+Menzah+Rue+El+Mansoura+1004+Menzah+4"
"Where is the Tunisie Telecom agency El Manar in Gouvernorat de l'Ariana located, and how can I find it on Google Maps?","The TT agency El Manar is located at Rue Youssef Rouissi, 2092 Manar II. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+El+Manar+Rue+Youssef+Rouissi+2092+Manar+II"
"Where is the Tunisie Telecom agency Borj El Ouazir in Gouvernorat de l'Ariana located, and how can I find it on Google Maps?","The TT agency Borj El Ouazir is located at Avenue Mustapha Mohsen, Borj El Ouazir, Ariana. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Borj+El+Ouazir+Avenue+Mustapha+Mohsen+Ariana"
"Where is the Tunisie Telecom agency Ennasr II in Gouvernorat de l'Ariana located, and how can I find it on Google Maps?","The TT agency Ennasr II is located at Avenue Hédi Nouira, Résidence Yassine, Ennasr II, 2037. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Ennasr+II+Avenue+Hédi+Nouira+Résidence+Yassine+Ennasr+II+2037"
"Where is the Tunisie Telecom agency Tunis City in Gouvernorat de l'Ariana located, and how can I find it on Google Maps?","The TT agency Tunis City is located at Centre commercial Géant, Ariana. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Centre+commercial+Géant+Ariana"
"Where is the Tunisie Telecom agency Rades in Gouvernorat de Ben Arous located, and how can I find it on Google Maps?","The TT agency Rades is located at Avenue Habib Bourguiba n°3, Rades 2040. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Rades+Avenue+Habib+Bourguiba+n°3+Rades+2040"
"Where is the Tunisie Telecom agency Ezzahra in Gouvernorat de Ben Arous located, and how can I find it on Google Maps?","The TT agency Ezzahra is located at Rue Ibn Bassam, 2034 Ezzahra. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Ezzahra+Rue+Ibn+Bassam+2034+Ezzahra"
"Where is the Tunisie Telecom agency Ben Arous Centre in Gouvernorat de Ben Arous located, and how can I find it on Google Maps?","The TT agency Ben Arous Centre is located at 18, avenue Habib Bourguiba, 2013 Ben Arous. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Ben+Arous+Centre+18+avenue+Habib+Bourguiba+2013+Ben+Arous"
"Where is the Tunisie Telecom agency El Mourouj in Gouvernorat de Ben Arous located, and how can I find it on Google Maps?","The TT agency El Mourouj is located at Avenue des Martyrs, El Mourouj 3. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+El+Mourouj+Avenue+des+Martyrs+El+Mourouj+3"
"Where is the Tunisie Telecom agency Sfax Centre in Gouvernorat de Sfax located, and how can I find it on Google Maps?","The TT agency Sfax Centre is located at Avenue Commandant Mohamed Bedoui, 3000 Sfax. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Sfax+Centre+Avenue+Commandant+Mohamed+Bedoui+3000+Sfax"
"Where is the Tunisie Telecom agency Sfax El Jadida in Gouvernorat de Sfax located, and how can I find it on Google Maps?","The TT agency Sfax El Jadida is located at Boulevard du 7 Novembre, 3027 Sfax Jadida. You can find it on Google Maps here: https://www.google.com/maps/search/?api=1&query=Tunisie+Telecom+Sfax+El+Jadida+Boulevard+du+7+Novembre+3027+Sfax+Jadida"
